pair_id,speaker,word,label,file,duration_s,spectral_centroid_hz,vot_proxy_s,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc0_delta_mean,mfcc1_delta_mean,mfcc2_delta_mean,mfcc3_delta_mean,mfcc4_delta_mean,mfcc5_delta_mean,mfcc6_delta_mean,mfcc7_delta_mean,mfcc8_delta_mean,mfcc9_delta_mean,mfcc10_delta_mean,mfcc11_delta_mean,mfcc12_delta_mean
ba_bha,bim2,baani,ba,Proposal/clips/ba_bha/bim2_baani_ba.wav,2.665375,1361.51038143168,1.6320000000000001,-456.7135009765625,62.420387268066406,0.8186421990394592,2.2320797443389893,6.180828094482422,2.6285784244537354,-0.36231493949890137,-0.994922935962677,1.5192320346832275,1.5377744436264038,-3.0294668674468994,-6.280200958251953,-3.5593013763427734,2.711757183074951,0.48510342836380005,-1.1915960311889648,-0.5180063843727112,0.3086947798728943,0.5753187537193298,-0.24956290423870087,0.06755504012107849,-0.2813372015953064,-0.36478808522224426,-0.26414135098457336,-0.02245190553367138,0.1707996129989624
ba_bha,bim,baag,ba,Proposal/clips/ba_bha/bim_baag_ba.wav,2.4106875,1191.3555239958441,1.12,-514.191162109375,73.82028198242188,18.163082122802734,18.845542907714844,15.425642967224121,12.958477973937988,7.5015130043029785,4.903193473815918,4.11307430267334,3.8031952381134033,2.436974287033081,2.2705981731414795,2.8360869884490967,0.9111338257789612,0.9304020404815674,0.44588229060173035,0.34869956970214844,0.40077972412109375,0.31015321612358093,0.0714963972568512,0.008489587344229221,0.12692789733409882,0.1592121720314026,0.08566606044769287,0.06196070834994316,0.1177956685423851
ba_bha,bim,baala,ba,Proposal/clips/ba_bha/bim_baala_ba.wav,3.0293125,855.7400909936445,1.024,-494.2567138671875,94.16075134277344,21.199766159057617,24.344289779663086,20.879581451416016,17.43575668334961,8.918302536010742,3.7574312686920166,4.581230163574219,5.232226371765137,3.4563345909118652,1.4920990467071533,1.3663201332092285,1.3792788982391357,1.0830351114273071,0.2855224013328552,0.27880555391311646,0.19730548560619354,0.1373172104358673,-0.0032244722824543715,-0.014654339291155338,0.027871940284967422,0.07916689664125443,0.0932854637503624,0.03066125139594078,0.061910487711429596
ba_bha,bim,bar,ba,Proposal/clips/ba_bha/bim_bar_ba.wav,2.048,1169.5894835052077,0.8320000000000001,-511.6749267578125,101.94561004638672,19.117717742919922,26.944904327392578,22.826152801513672,22.01614761352539,13.924108505249023,13.253355026245117,6.521785736083984,2.9412622451782227,4.682003021240234,3.2142043113708496,2.599555730819702,-3.2499425411224365,1.0198173522949219,-0.10462365299463272,0.3483549952507019,0.7441035509109497,0.13322988152503967,0.09288639575242996,0.13672788441181183,-0.07662243396043777,-0.3381613492965698,0.08092472702264786,-0.1598464995622635,-0.021951589733362198
ba_bha,bim,bhaag,bha,Proposal/clips/ba_bha/bim_bhaag_bha.wav,1.76,928.8914456499012,0.544,-431.355224609375,125.29117584228516,20.394136428833008,32.06671905517578,16.187589645385742,18.488882064819336,3.6120998859405518,4.864186763763428,3.618696451187134,4.059218406677246,-1.24842369556427,-2.5069072246551514,1.857099175453186,-2.9628891944885254,-0.12228541821241379,1.3510063886642456,0.27679532766342163,0.5670229196548462,-0.06811697781085968,0.42542585730552673,0.6629368662834167,0.06587356328964233,-0.2868206202983856,0.12378770858049393,-0.08271690458059311,-0.16555850207805634
ba_bha,bim,bhaala,bha,Proposal/clips/ba_bha/bim_bhaala_bha.wav,1.28,662.5319634056478,0.128,-385.1346130371094,135.02708435058594,15.72315502166748,28.95781707763672,14.933395385742188,25.130388259887695,11.486519813537598,6.3104424476623535,4.816906929016113,3.7192599773406982,0.4422071576118469,-1.044644832611084,9.951504707336426,1.3062304258346558,-0.17522701621055603,-0.11561106145381927,-0.58101886510849,-0.40916159749031067,-0.26346126198768616,-0.26193711161613464,0.0358944870531559,0.42186230421066284,0.31943556666374207,0.053549349308013916,0.13189798593521118,0.43100404739379883
ba_bha,bim,bhaani,bha,Proposal/clips/ba_bha/bim_bhaani_bha.wav,1.696,1158.7436435843845,0.8,-497.0511779785156,103.37723541259766,14.497886657714844,35.204986572265625,19.614295959472656,27.390640258789062,4.879846572875977,5.723724842071533,8.373969078063965,4.549704551696777,1.446592926979065,0.3355022072792053,7.358370304107666,0.2521721422672272,-0.5010843873023987,-0.4432426989078522,-0.13961069285869598,0.12192295491695404,0.054630789905786514,0.1736421287059784,0.30673789978027344,0.2813069522380829,0.06933031976222992,0.18076953291893005,-0.05084091052412987,-0.08092796057462692
ba_bha,bim,bhar,bha,Proposal/clips/ba_bha/bim_bhar_bha.wav,3.0506875,1103.7904298717892,0.928,-510.1107482910156,66.56494140625,22.90911293029785,25.774282455444336,19.26123046875,14.4834566116333,10.257522583007812,8.7703218460083,8.534350395202637,6.727527618408203,5.790092468261719,5.7721428871154785,5.831512451171875,0.5957726836204529,0.7000916600227356,0.4722107946872711,0.41541409492492676,0.4142061173915863,0.319259911775589,0.22311587631702423,0.21067722141742706,0.2060224562883377,0.1491219848394394,0.1246049776673317,0.15058690309524536,0.16933000087738037
ba_bha,bim,bhoot,bha,Proposal/clips/ba_bha/bim_bhoot_bha.wav,1.9413125,875.4997825750678,1.056,-421.6333923339844,89.66948699951172,25.44943618774414,24.49905014038086,12.61075496673584,9.419849395751953,5.598531246185303,6.504546165466309,3.7930383682250977,0.9680580496788025,-3.4222006797790527,-0.8041866421699524,0.47447511553764343,0.8935224413871765,1.2043370008468628,0.8656735420227051,0.6504107117652893,0.6218494176864624,0.4738246202468872,0.3515867590904236,0.38078752160072327,0.27740052342414856,0.00900911446660757,0.05822891369462013,0.17316597700119019,0.3041422963142395
ba_bha,bim,boot,ba,Proposal/clips/ba_bha/bim_boot_ba.wav,1.152,623.819123822866,0.192,-394.7276611328125,120.51466369628906,41.32075500488281,45.61103820800781,28.97919464111328,21.059226989746094,6.9327898025512695,6.843576431274414,-0.3887094557285309,-0.9768127202987671,-6.662013053894043,-1.7741221189498901,-5.911744117736816,2.4629249572753906,1.0919475555419922,0.2870400547981262,0.16573141515254974,0.055144477635622025,-0.3502971827983856,-0.749345064163208,-0.5215867161750793,-0.3366704285144806,0.03510754182934761,0.1217457503080368,0.12586179375648499,-0.007604592479765415
ba_bha,bimochan,raj_kunwar_baani,ba,Proposal/clips/ba_bha/bimochan_raj_kunwar_baani_ba.wav,4.3639375,1067.8305832344804,1.312,-560.8014526367188,35.848812103271484,-2.06774640083313,5.6947340965271,6.679797649383545,3.5340301990509033,-1.344559907913208,3.033130407333374,0.9729324579238892,1.262302279472351,0.9110287427902222,-1.7412924766540527,1.1866275072097778,0.1610572338104248,0.05052708461880684,-0.1938222497701645,-0.14794862270355225,0.048647742718458176,0.09274671226739883,-0.001408942393027246,-0.05084998160600662,-0.013354269787669182,0.024591121822595596,-0.007727081887423992,-0.07907471805810928,-0.0725627914071083
dda_da,bimochan,raj_kunwar_daag,da,Proposal/clips/dda_da/bimochan_raj_kunwar_daag_da.wav,1.9258125,1095.9598355037733,1.056,-484.3180847167969,55.9012565612793,-0.8597933650016785,9.693169593811035,-1.469739317893982,3.469892978668213,-5.9510087966918945,-4.682070255279541,6.599929332733154,3.1116855144500732,-1.5687342882156372,-2.952573299407959,3.091165065765381,-0.4266453683376312,-0.4343339502811432,-0.15923352539539337,0.012638636864721775,-0.0029388999100774527,-0.11575231701135635,-0.1746724247932434,-0.23469965159893036,-0.1938370317220688,-0.06820117682218552,0.04907296970486641,0.0413050502538681,-0.13018381595611572
dda_da,bimochan,raj_kunwar_daal,da,Proposal/clips/dda_da/bimochan_raj_kunwar_daal_da.wav,1.1595625,644.1930441988825,0.096,-492.276611328125,67.73587799072266,3.434851884841919,4.6255106925964355,-6.074222087860107,4.7802510261535645,1.0638885498046875,-5.24270486831665,4.631242275238037,7.669425964355469,0.3833114504814148,-6.13431978225708,-0.5778039693832397,0.5778422951698303,0.4104527235031128,-0.20163553953170776,0.40038949251174927,-0.11697917431592941,-0.05821376293897629,-0.1734374761581421,-0.18543052673339844,-0.15931397676467896,-0.1597614884376526,0.11426559835672379,-0.09750652313232422,0.12382878363132477
dda_da,bimochan,raj_kunwar_daant,da,Proposal/clips/dda_da/bimochan_raj_kunwar_daant_da.wav,0.416,1160.8446064834463,0.0,-409.90374755859375,128.22268676757812,-11.001019477844238,13.3931245803833,-2.8907411098480225,8.44918441772461,-11.628585815429688,-15.216142654418945,5.491554260253906,7.859918117523193,-5.4214091300964355,2.002950668334961,9.454339027404785,-19.284610748291016,-16.73571014404297,0.7457941174507141,-1.2271183729171753,0.17666374146938324,-4.612387180328369,-1.4226926565170288,0.6348685026168823,-1.8951342105865479,0.08326108008623123,-1.6291835308074951,2.355725049972534,2.2165229320526123
dda_da,bimochan,raj_kunwar_dar,da,Proposal/clips/dda_da/bimochan_raj_kunwar_dar_da.wav,0.512,853.180889563007,0.032,-264.71881103515625,155.63052368164062,-22.833759307861328,5.897641658782959,-18.820981979370117,1.4469659328460693,-6.582605838775635,-15.716405868530273,-9.102551460266113,6.116512298583984,17.37403678894043,-0.23226289451122284,3.2172954082489014,-13.586572647094727,-1.296465277671814,1.1297407150268555,-1.8692290782928467,3.379676103591919,-0.15553314983844757,0.3495663106441498,2.933933973312378,2.9767770767211914,1.7952566146850586,-0.7232621908187866,-1.2160255908966064,-0.3203461468219757
