4aa1fdca33	6a6d1	००७ मिलको दूरीमा
86e521554a	1f680	००७ मिलको दूरीमा
c96b2b1afb	e349f	००७ मिलको दूरीमा
2f7ab41953	294d8	०११ देखि काङ्ग्रेसको
c290e5124b	88901	०१ सौर द्रव्यमान
1d7f225bd0	7fda9	०२३ सम्म
5e766d189e	43b70	०२३ सम्म
8190842174	95358	०२३ सम्म
b6c37578d2	92003	०२३ सम्म
c40938bd06	9f669	०२३ सम्म
c89e1079c6	7f9c6	०२३ सम्म
2bedce5635	f65eb	०२४ देखि वाम
e4ed3e951c	648ee	०२४ देखि वाम
0ba8e6bacd	fd362	०३१ सालमा पञ्चायती
de4dc39a7a	1a5c1	०३२ मा उहाँ
3ed2cee22b	3867c	०३५ देखि भूमिगत
96cf842c07	bc6b6	०३५ देखि विद्यार्थी
a7f5ba44bb	95635	०३६ देखि नै राजनीतिमा लाग्नुभएका गुरुङ ०४२ मा अखिल छैठौँको अध्यक्ष हुनुभएको थियो।
6c3b5fab5f	2526c	०३६ देखि राजनीति
c977a4d3eb	0d4f0	०३६ देखि राजनीति
d4ff76ee65	db4bc	०३८ मा चौँथो महाधिबेसनको
6d49b03fdc	d241a	०३९ सालतिर निर्मल
74c4e5c052	bc051	०३ अर्गोन
76eebeef6c	aae92	०४६को जनआन्दोलनमा संयुक्त
f911dd9e32	648ee	०४६को जनआन्दोलनमा संयुक्त
0d7fef5a4c	916c6	०४६ सालको जनआन्दोलन
5a358087ff	4cc9e	०४६ सालको जनआन्दोलनपछि
d98faa2143	1a5c1	०४६ सालको जनआन्दोलनपछि
e36e68cf49	6b883	०४६ सालको जनआन्दोलनपछि
142063b43f	8f426	०४७ मा बाबुराम
d01c86d69d	6fcfb	०४७ मा बाबुराम
e88c438186	ef6a0	०४७ मा बाबुराम
59288e2a7d	8570d	०४९मा नेपाल उत्पीडित
8739e5be5f	bc051	०४९मा नेपाल उत्पीडित
5728b3aa68	d8bcb	०५० देखि जिल्ला
1c749882ac	2e769	०५१ देखि
1583be67a0	090ea	०५२ सालपछि २०६३
ada907ea4a	809f3	०५२ सालपछि २०६३
b0caef9a4d	1ad64	०५२ सालपछि २०६३
38979e32bc	b987b	०५२ सालमा भूमिगत
7d08f9bbb1	f65eb	०५३ सालको गठवन्धन
bd57be2384	65bbb	०५३ सालको गठवन्धन
71509cfe9d	6f65d	०५६ देखि राजनीतिमा
9cf28af199	f4b4a	०५७ चैत १७ गते
912d84cb49	109c6	०५७ सालमा भारत
5b425a9513	bc6b6	०५८ मा माओवादी
66ea90c446	4cefa	०५८ मा माओवादी
c26b55e908	73d74	०५९ देखि लामा
4a717d0589	6c1a9	०५९ मा पहिलो
4de28d4653	44903	०५९ मा पहिलो
5a64ec555f	d4e86	०६० देखि माओवादीमा
f8831acd99	41d46	०६० देखि माओवादीमा
45796187b0	bad17	०६१ भदौमा फुन्टीबाङमा
57ff21ec28	51175	०६२ मा एक
9495a30f64	e4596	०६२ मा एक
fa70e1bcce	92003	०६२ मा एक
42dcc88d9a	1ff03	० दशमलव ५
fd9543b6f2	75215	० दशमलव ५
8a65511842	be2ee	० पनि एक
a176fcb0d8	6a6d1	० पनि एक
1c48162052	59e9e	१००० मानिसहरूको को
7dbc8c5550	41d46	१००० मानिसहरूको को
ec1ecf002f	90bdd	१०० केन्द्रहरू पत्ता लागे
43ec3860d9	0bb95	१०० कौरवहरू र पाँच
4e1c54d2db	8272f	१०० कौरवहरू र पाँच
0167361113	4dccf	१०० खेल खेल्ने
9d990ab952	875d4	१०० खेल खेल्ने
d190205e48	581da	१०० खेल खेल्ने
9fdd50fdd9	f1193	१००बाट पनि कम
9d7fe5f6a4	87f8b	१०० भन्दा धेरै
1fcbb1fc48	6ee13	१०० मिलियन डलर
3020cb0f20	f09e5	१०० मिलियन हुने
be68e11e77	aaf41	१०० मिलियन हुने
33605d257b	87f8b	१०० रोपनि
9c44b5e8e6	aeab9	१०० रोपनि
e673d54702	18008	१०० वर्षहरूमा कृषि
35c9798dc1	c7f90	१०० सबैभन्दा सुन्दर
0afb3a8605	4b9e4	१० १५ दिन खानाले पनि
2866e22d76	f0b26	१० १५ दिन खानाले पनि
e023d15a5d	a30f2	१० १५ दिन खानाले पनि
1d58a0e65c	5dae1	१०१ दशमलब ८
34f3c443a3	07179	१०१ दशमलब ८
deb92ef740	e75fc	१०१ दशमलब ८
816f61f82c	6c67c	१०२ दिलिप महर्जन
a75bec7c5c	fd362	१०२ दिलिप महर्जन
c7f660ca4c	045d0	१०३ बैशाख पूर्णीमामा
6678aecbb5	93014	१०३ वैशाख पूर्णिमामा
df96e137f8	ca5ed	१०३ वैशाख पूर्णिमामा
ccf836449c	f7175	१०४५ १०६५ डोटीका
24cc196714	f0c93	१०४ वटा फेला परे
627fd309cb	95eb0	१०४ वटा फेला परे
7b1eed33e1	6d96c	१०४ वटा फेला परे
7b70783226	c0c00	१०४ वटा फेला परे
84418ed04c	58428	१०५ भन्दा बढीको
ee86d35f1c	63526	१०५ भन्दा बढीको
fa02a9e847	24945	१०५ भन्दा बढीको
50f9d77269	df1f2	१०.५ रहेको छ
a1ced06084	e64b6	१०.५ रहेको छ
2d946fa23a	61821	१०५ रहेको छ
08314bdc66	7f7ce	१०५ लगातार कट्स
1e2fe75040	44345	१०५ लगातार कट्स
c9450e6d64	44559	१०५ लगातार कट्स
b7894e07fb	bc051	१०७ मिसनको आरम्भ गरिन्
de80415d72	2f34a	१०७ मिसनको आरम्भ गरिन्
8d220a2aa6	41295	१०८ किसिमका वनस्पतिको
b7bc964a00	3240f	१०८ किसिमका वनस्पतिको
5837ab6892	3c2c4	१०९९ मा इसाईहरूको
3f8d9cdbd9	6c67c	१० उपपर्व छन्
249f8aef8a	6a57a	१० ओभरहरूका लागि
2518b72b1d	5d5fe	१० ओभरहरूका लागि
fc2e252c16	46a1c	१० ओभरहरूका लागि
443c1c30cb	fad24	१० औसत १९७०
b4a9bafd4f	a1c52	१० औसत १९७०
43ecf41cea	1cec5	१० औँ जन्मोत्सवको
0860dbd771	39b91	१० औँ शताब्दीमा
4ace3515df	e205b	१० औँ शताब्दीमा
6c89afe249	92003	१० औँ शताब्दीमा
d6f54fc548	2771e	१० औँ शताब्दीमा
e1744a91ff	09e5c	१० औँ शताब्दीमा
21002a09ae	23888	१० औँ शताब्दीसम्म
43c19d7f1b	20ebe	१० कक्षा पढ्दादेखि
8880714e92	cfa65	१० कक्षा पढ्दादेखि
ad7543a447	005e1	१० कक्षा पढ्दादेखि
cfffcee847	33d55	१० कक्षासम्म
d4bd634b6c	67933	१० कक्षासम्म
fad274c7d4	e75fc	१० कक्षासम्म
983a285413	be2ee	१० कक्षासम्म भारतको
e4e91837a5	1a81b	१० कक्षासम्म भारतको
263e22d947	deca4	१० किलोमिटर पूर्व
d466bc2a4f	297d5	१० किलोमिटर पूर्व
f1c0ad8aec	ce4af	१० किलोमिटर पूर्व
87d57ceaa4	39ab2	१० गते देशभर प्रदर्शनमा
0ebd3502c6	d8bcb	१० गोला जिलेटिन
e6f90fb3a6	43813	१० जनामध्ये सर्वाधिक
14d4c47edd	8efbc	१० जुन १९८५
25af55ceef	a3f4a	१० जुन १९८५
46f4a0d97b	d0756	१० जुन २०१०
70c8dbdc86	c536c	१० जुन २०१०
bcf0fbc0e0	f7175	१० जुन २०१०
f1fbd1c801	a5f51	१० जुन २०१०मा
f92882a5e4	da6d1	१० जुन २०१०मा
87d6b66d79	84519	१० डन्डीको दुरीमा
c2e97a419e	99942	१० डिग्रीको पनि
fc7ef782ce	95358	१० डिग्रीको पनि
5753f4c211	bf591	१० डिसेम्बर २०१० मा क्रिस्
a183112145	8272f	१० डिसेम्बर २०१० मा क्रिस्
e8c7d4802f	2d618	१० डिसेम्बर २०१० मा क्रिस्
7d85ed3ca0	c536c	१० तल्ला अग्लो
8ab4a54a38	d514c	१० तल्ला अग्लो
08814f5d82	f09e5	१० दुखान्त नाटकको
b0fa6640d8	cc4bf	१० देखि १२
29d2aa5492	5a5e7	१० देखि ३ बजे
abaedb0a40	7f880	१० देखि ३ बजे
d0dcd69c79	a5f51	१० देखि ३ बजे
5a12639e8b	a30f2	१० नाडीमध्ये इडा
f0dd6babeb	c7f90	१० नाडीमध्ये इडा
9bbf9aa526	94417	१० नोभेम्बर १९७९
51a1e8e8f3	d03c8	१० पाउण्ड पोम्सको
f567b60dfc	5f3e5	१० पाउण्ड पोम्सको
a4bd1e239c	f5932	१० पाउन्ड बढ्ने
a94a7fa22e	8aea1	१० पाउन्ड बढ्ने
ae284bf460	d0b2b	१० पाउन्ड बढ्ने
04b7506607	ee253	१० पात निम
51faaed38a	d241a	१० पात निम
9b4f7281f9	5f3b4	१० पात निम
ab40dfb46f	d4c0f	१० पात बकाइनो
b00c79ab9f	a3cce	१० प्रतिभावान साहित्यकार
987a2b5bbd	5d09c	१० बजेदेखि राति
1af7a35d4e	b7116	१० मा भएको थियो
416dc8c7e1	84446	१० मिटर गहिरो
e18e1e17a1	7f7ce	१० मिटर गहिरो
168724440b	b0bba	१० मिनेटको रहनेछ
6b437593db	8efbc	१० मुख्य अवतारहरूमा
e13c61c9ac	29ed7	१० मुख्य अवतारहरूमा
71a87960f2	5df8e	१० मे २०१० मा
7775316448	5a5e7	१० मे २०१० मा
a9860c9702	3acbf	१० मे २०१० मा
bad81e187e	43655	१० रहेको छ
934b9e2257	423bf	१० राष्ट्रसहितको वरियतामा
1a2b812858	fd362	१० लाखको जनसङ्ख्यासँग
3607346154	c2858	१० लाखको जनसङ्ख्यासँग
423a05ca10	15b60	१० लाखको जनसङ्ख्यासँग
e7f33cddf1	bb466	१० लाख पुरुष
180dc04daa	4b140	१० लाख रू लाग्थ्यो
cc7c8f67cf	76223	१० लाख रू लाग्थ्यो
205b71456c	5c4b9	१० वटा थरहरू
f6f7d70890	423bf	१० वटा थरहरू
6146b4363e	0234b	१० वटालाई प्रमुख
be1374add8	41d46	१० वटालाई प्रमुख
d69b33e2d3	6fcfb	१० वर्ग किमी
a9627edde4	99942	१० वर्षका समयमा
43848ae738	efa9c	१० वर्षको जनयुद्धमा
94992ba831	24945	१० वर्षको जनयुद्धमा
c2de6fcc08	916c6	१० वर्षको जनयुद्धमा
d0ac0c5c8b	76223	१० वर्षको जनयुद्धमा
8b816d389d	aeab9	१० वर्षसम्म रह्यो
b6edaab68b	3ed65	१० वर्षसम्म रह्यो
5f630ddd4c	b3cd4	१० विद्युतीय साङ्केतिक
7d5d0d4b31	cfa65	१० शालिग्राम नेपाल
3fe33ae4fe	4b59a	१० शेर्पाको लालमोहरमा
0c6533ac00	d03c8	१० सेमि पानी
1865456b56	90bdd	१० सेमि पानी
481fae1f20	fb429	१० सेमि पानी
46452063b8	8cefd	१० हजार अमेरिकी
c111a4b783	0234b	१० हजार अमेरिकी
79c5707584	88901	१० हजार छ
a54b96cbd4	8efbc	१० हजार छ
bfdb7fa764	69801	१० हजार छ
3348f7f018	47075	१० हजार भारु पर्छ
d57c9ff1e3	44345	१० हजार भारु पर्छ
799bc4beee	b987b	१० हजार वटा पुस्तक
234695367b	75f34	११० किमि को
5ad3033002	d4e86	११० वटा भन्दा
d662a6fadb	4c228	११० वटा भन्दा
07d9374d96	81624	१११ वर्ष
3d10461462	9c1c2	११२ लाख सवारी
a65a601a90	e75fc	११३ प्रजातिका सुनगाभा
dfa8f45c5e	e7519	११३ प्रजातिका सुनगाभा
2c0e27b45b	24945	११३ वटा शाखा रहेका छन्
9925f700bb	09da0	११५६५ मा बनाइएको थियो
66ac80f5d7	76dab	११५ मिनेटभन्दा
f360594fdd	439c2	११५ मिनेटभन्दा
04e3b1bd65	4b9fc	११८९ का अन्तमा
e3aaadc365	ef6a0	११८ प्रतिशत अधिक
f13b715e46	29944	११८ प्रतिशत अधिक
